nama,npsn,bentuk_pendidikan,alamat_jalan,desa_kelurahan,kode_wilayah,kode_pos,latitude,longitude,nomor_telepon,nomor_fax,email,website,status_sek
TK Saint Nicholas,20110779,1,JL. Pantai Indah Utara Sektor Timur Blok S No.8 PIK,Kapuk Muara,16101,14470,0,0,,,,,2
TK Saint Peter,69857093,1,Jl. Boulevard Timur Raya No. 8,Pegangsaan Dua,16105,14240,-6.164098,106.9137,021-4524246,214524285,kindergaretan@saintpeter.sch.id,http://saintpeter.sch.id,2
TK Sakura,20110248,1,JL. SUBUR RT. 001/06 SUSUKAN,Susukan,16402,13750,-6.314189,106.873712,021-8411686,,tamankanakkanak.sakura@gmail.com,,2
TK Salwa Islamic School,69790690,1,Adhi Karya No. 59 A,Kedoya Selatan,16202,11520,-6.178718,106.757002,021-58357308,,sis.kedoya@gmail.com,http://sis-kedoya.webs.com,2
TK Samaria Kudus,20111245,1,JL. ARIES UTAMA III BLK. BI/3,Maruya Utara,16201,,0,0,,,,,2
TK Sampa Gita,20111654,1,JL. BIRAH I BLOK 5,Rawa Barat,16306,,0,0,,,,,2
TK Sampaghita,20110522,1,Jl. A. Rahman Saleh I/10 A,Kenari,16003,10410,0,0,0812-94296964,,tksampaghit@gmail.com,,2
TK Sampoerna,69917192,1,Jl. Raya Pasar Minggu Kav. 16 Rt 007/02,Pancoran,16308,,0,0,,,,,2
TK Samudra I,20110348,1,DERMAGA TIMUR RT.007/04,Pulau Kelapa,10102,,0,0,,,,,2
TK Samudra II,20110349,1,Pulau Tidung Rt. 001/02,Pulau Tidung,10101,,0,0,,,,,2
TK Samudra III,20110350,1,PULAU PANGGANG,Pulau Panggang,10102,,0,0,,,,,2
TK Samudra IV,20110351,1,PULAU UNTUNG JAWA RT.002/03,Pulau Untung Jawa,10101,,0,0,,,,,2
TK San Dominggo,69862369,1,TAMAN PALEM LESTARI BLOK B 11 NO. 30 CENGKARENG,Cengkareng Barat,16207,11730,-6.136715,106.721106,0813-19484479,2155951193,tksandominggo@yahoo.co.id,,2
TK San Marino,20111246,1,JL. CITRA GARDEN I BLOK B1/1,Kalideres,16208,11840,0,0,021-5404102,5446357,SanMarino36@gmail.com,,2
TK Sandika,20110523,1,Jl. Kepu Dalam I/293,Gunung Sahari Selatan,16006,10620,0,0,021-4212457,,tksdsandika@yahoo.co.id,,2
TK Sang Timur,20111247,1,JL. KARMEL RAYA NO. 2,Kebon Jeruk,16202,11530,0,0,021-5308588,215305953,tksangtimurtomang@yahoo.com,,2
TK Sang Timur,20112164,1,JL. EDELWIS I BLOK E.1,Ujung Menteng,16408,,0,0,,,,,2
TK Santa Anna,20110762,1,JL. TELAGA RAGA RT:12/01 NO:79,Sunter Jaya,16103,,0,0,,,,,2
TK Santa Aurelia,69857073,1,JANUR ASRI I QJ 11 NO.27,Kelapa Gading Barat,16105,14250,-6.146746,106.908992,021-4503963,,santa_aureliaedu@yahoo.com,http://santaaurelia.com,2
TK Santa Aurelia,20110763,1,JL. JANUR ASRI V BL. QJ 18/12A,Kelapa Gading Barat,16105,,0,0,,,,,2
TK Santa Bernadette,69857096,1,JL. KELAPA PUAN TIMUR I BLOK NB 1 NO 1,Pegangsaan Dua,16105,14240,-6.1626,106.9097,021-4500330,,tkst.bernadette@gmail.com,,2
TK Santa Cicilia,69910423,1,Jl. Pedemangan II Gang 21 No.23 Pademangan Timur Jakarta Utara,Pademangan Timur,16102,14410,0,0,021-64711883,,,,2
TK Santa Cicilia,20110765,1,JL. ANCOL SELATAN II/ 17,Sunter Agung,16103,,0,0,,,,,2
TK Santa Cicilia,20110764,1,JL. PADEMANGAN II GG. 21 NO.23,Pademangan Timur,16102,,0,0,,,,,2
TK Santa Cicilia,69795391,1,Jl. Ancol Selatan II No. 17,Sunter Agung,16103,,0,0,,,,,2
TK Santa Maria,69820350,1,Jl. Ir H. Juanda No.29,Kebon Kelapa,16008,10120,0,0,021-3523068,,kbtksanmarjuanda@yahoo.com,,2
TK Santa Maria,20110524,1,JL. IR. H. JUANDA NO. 29,Kelurahan Kebon Kelapa,16008,,0,0,,,,,2
TK Santa Maria Fatima,20110055,1,JL. RAYA JATINEGARA BARAT 122 JAKARTA TIMUR,Jatinegara,16406,13320,0,0,021-85902383,,swastika.rahajeng@stmariafatima.sch.id,,2
TK Santa Maria Fatima,20112165,1,Jl. Jatinegara Barat No. 122,Kampung Melayu,16406,,0,0,,,,,2
TK Santa Maria I,20110766,1,JL. MELATI NO. 1,Rawa Badak Utara,16104,,0,0,,,,,2
TK Santa Maria I,69795463,1,Jl. Melati No. 1,Rawabadak Selatan,16104,,0,0,,,,,2
TK Santa Maria II,20110767,1,JL. WARAKAS IV GG.7,Warakas,16103,,0,0,,,,,2
TK Santa Maria II,69795467,1,Jl. Warakas IV Gg. VINO. 55,Warakas,16103,,0,0,,,,,2
TK Santa Monica,69857097,1,GADING INDAH UTARA I NH 1 /26,Pegangsaan Dua,16105,,0,0,,,,,2
TK Santa Monica,20111248,1,JL. TG. DUREN SELATAN NO. 63,Tanjung Duren Selatan,16204,,0,0,,,,,2
TK Santa Monica 2,69857088,1,KELAPA KOPYOR BARAT V CI 1/1,Kelapa Gading Timur,16105,14240,0,0,021-45855812,,,,2
TK Santa Monica I,69795454,1,Gading Indah Utara I NH 1/26,Pegangsaan Dua,16105,,0,0,,,,,2
TK Santa Monica II,69795485,1,Jl. Kelapa Kopyor Barat V C1-1/1,Kelapa Gading Timur,16105,,0,0,,,,,2
TK Santa Monica II,20110768,1,JL. KLP. KOPYOR BARAT,Kelapa Gading Timur,16105,,0,0,,,,,2
TK Santa Theresia,69773301,1,Jl. Haji Agus Salim No. 75,Gondangdia,16002,10350,-6.187787,106.834241,021-3844262,0,yayasan.ananthabhakti@yahoo.co.id,http://sttheresia-jkt.sch.id,2
TK Santa Ursula,20110525,1,JL. POS NO. 2,Kelurahan Pasar Baru,16007,10710,-6.167708,106.83309,021-3846287,3500930,tkursula@yahoo.com,https://tb-tk.santaursulajakarta.sch.id,2
TK Santi Bakti,20109660,1,JL. KELAPA GG. CENGKIR  NO. 22,Kebon Manggis,16410,13120,0,0,,,,,2
TK Santi Bhakti,20112166,1,JL. KB.KELAPA GG. CENGKIR,Utan Kayu Selatan,16410,,0,0,,,,,2
TK Santo Andreas,20111249,1,JL. GREEN GARDEN BLOK J 5 NO.1,Kedoya Utara,16202,,0,0,,,,,2
TK Santo Fransiscus,20109688,1,JL.BANGUNAN BARAT NO. 5 KP. AMBON,Kayu Putih,16409,13210,-6.1849,106.8812,021-47881775,,tkfransiskuskp.ambon@yahoo.com,,2
TK Santo Fransiskus,69773303,1,Jl.Kramat Raya 67,Kramat,16003,10450,0,0,021-3909254,213907157,sekretariat@yayasan-fransiskus.org,http://yayasan-fransiskus.org,2
TK Santo Fransiskus Asisi,69789236,1,Haji Ramli,Menteng Dalam,16309,,0,0,,,,,2
TK Santo Fransiskus III,20112168,1,JL. BANGUNAN BARAT NO. 5 KP. AMBON,Kayu Putih,16409,,0,0,,,,,2
TK Santo Ignatius,20110526,1,JL. LATUHARHARY NO. 14,Menteng,16002,10310,0,0,021-3915521,213915488,tk.ignatiusmenteng@yahoo.com,,2
TK Santo Leo,20111251,1,JL. KOSAMBI SELATAN RAYA NO.1,Duri Kosambi,16207,11750,-6.1736,106.714,021-5457256,215457223,tksanle2@yahoo.com,,2
TK Santo Leo,20111250,1,JL. MANGGA BESAR RAYA NO. 43,Tangki,16206,11170,-6.149046,106.821141,021-6398849,216398849,tksdsantoleo@yahoo.co.id,,2
TK Santo Likas Penginjil,69856999,1,ANCOL SELATAN II/ 1.,Sunter Agung,16103,14350,0,0,021-6507574,65110663,scolastheo@gmail.com,,2
TK Santo Likas Penginjil,69795395,1,Jl. Ancol Selatan II / 1,Sunter Agung,16103,,0,0,,,,,2
TK Santo Lukas I,20110769,1,JL. PADEMANGAN II GG. 7 NO. 1,Pademangan Barat,16102,14410,0,0,021-6413095,,tksantolukaspademangan@mail.com,,2
TK Santo Lukas Penginjil,20110770,1,JL. ANCOL SELATAN II/1,Sunter Agung,16103,,0,0,,,,,2
TK Santo Markus,20110099,1,JALAN KELAPA GADING III/38,Kramat Jati,16405,13510,0,0,021-8090508,218000846,info@santomarkus.com,http://santomarkus.com,2
TK Santo Markus,20111746,1,JL. KELAPA GADING III,Kramat Jati,16405,,0,0,,,,,2
TK Santo Markus II,20110236,1,JL. RAYA PONDOK GEDE LUBANG BUAYA,Lubang Buaya,16403,13810,-6.288084,106.896629,021-8090508,218000846,tksantomarkus2pdgede@gmail.com,,2
TK Santo Markus II,20112169,1,Jl. Raya Pondok Gede,Lubang Buaya,16403,,0,0,,,,,2
TK Santo Paulus,69856998,1,JL.DANAU AGUNG 13 SUNTER AGUNG PODOMORO,Sunter Agung,16103,14350,-6.144651,106.86573,021-6459107,65832512,tk_santo_paulus@yahoo.co.id,http://santopaulus.sch.id,2
TK Santo Paulus,20110771,1,JL. DANAU AGUNG 13,Sunter Agung,16103,,0,0,,,,,2
TK Santo Paulus,20110527,1,JL. SETIA KAWAN IV/ 33,Kelurahan Duri Pulo,16008,,0,0,,,,,2
TK Santo Paulus,20111252,1,JL. BUKIT PERMAI CITRA NO. 1,Kalideres,16208,11840,0,0,,,,,2
TK Santo Paulus I,69820327,1,Jl. Setia Kawan Raya No.39/41,Duri Pulo,16008,10140,-6.164615,106.801581,021-6327559,,,,2
TK Santo Theresia,20110528,1,JL. HAJI AGUS SALIM NO. 75,Kelurahan Gondangdia,16002,,0,0,,,,,2
TK Santo Vincetius,20112170,1,JL. OTISTA NO. 17,Bidara Cina,16406,13330,-6.236381,106.867855,021-8560354,218577742,,,2
TK Santo Yakobus,69795410,1,"Jl. Pegangsaan Dua KM.3,5",Pegangsaan Dua,16105,,0,0,,,,,2
TK Santo Yohanes Rasul,20112171,1,JL. NUSA INDAH IV NO. 4,Malaka Jaya,16407,13460,-6.2212,106.934,021-81231483,,santoyohanesrasul@yahoo.co.id,,2
TK Santo Yoseph,20110529,1,JL. DWI WARNA RAYA NO. 2,Kelurahan Kartini,16007,10750,0,0,021-6391990,216253663,ypII.tk.styoseph@gmail.com,,2
TK Santo Yoseph,20109858,1,JL.PERUM MENTENG METROPOLITAN BLK.C5 / 21,Jatinegara,16408,13960,-6.1774,106.9696,021-46804163,46834360,sanyomm@sanyomm.com,http://sanyomm.com,2
TK Santo Yoseph,20112172,1,JL. MATRAMAN RAYA NO. 200,Kampung Melayu,16406,,0,0,,,,,2
TK Santo Yoseph,20112173,1,Jl. Menteng Blok I.5,Ujung Menteng,16408,,0,0,,,,,2
TK Sapta Setya,20110530,1,JL. MENTENG SUKABUMI XVI/19,Menteng,16002,10310,0,0,021-3914657,,tksaptasetya@gmail.com,,2
TK Sarang,69785898,1,PROF DR SOEPOMO NO 210,Menteng Dalam,16309,,0,0,,,,,2
TK Sarang,69831000,1,PROF. DR. SOEPOMO SH NO. 210,Menteng Dalam,16309,,0,0,,,,,2
TK Saraswati,20111253,1,JL. RAYA PERJUANGAN NO. 28,Kebon Jeruk,16202,,0,0,,,,,2
TK Saraswati,20109610,1,JL. REMAJA NO.20 RT.002/01 CEGER,,16403,,0,0,,,,,2
TK Sarina Indah,20110237,1,JL. SPG VII NO. 4 RT. 005/09 LUBANG BUAYA,Lubang Buaya,16403,13810,-6.2875,106.9045,0813-82908065,,sarina.indah2@gmail.com,,2
TK Sarina Indah,20112174,1,Jl. SPG 7 Lubang Baya,Lubang Buaya,16403,,0,0,,,,,2
TK Sarinah,20110173,1,JL. TARUNA JAYA NO. 33 CIBUBUR,Ciibubur,16402,13720,0,0,021-8705222,,,,2
TK Sarinah,20111655,1,JL. CIPULIR I CIPULIR,Cipulir,16305,,0,0,,,,,2
TK Sarinah,69830909,1,JL. CILEDUG RAYA NO. 29,Cipulir,16305,,0,0,,,,,2
TK Sarinah,69789282,1,JL. CILEDUG RAYA,Cipulir,16305,,0,0,,,,,2
TK Sartika,20111254,1,JL. RAWA BUAYA,Rawa Buaya,16207,11740,0,0,021-70701165,0,tksartika89@gmail.com,,2
TK Sartika,69820777,1,Jalan SMU 14,Cawang,16405,,0,0,,,,,2
TK Sartika,20112175,1,JL. MANUNGGAL,Cipinang Melayu,16404,,0,0,,,,,2
TK Sasanawika,20110531,1,JL. KREKOT BUNDER III NO. 1,Kelurahan Pasar Baru,16007,,0,0,,,,,2
TK Sasnta Maria II,69857020,1,WARAKAS 4 GANG 6 NO 55,Warakas,16103,14340,0,0,021-43900447,,santamariadua@yahoo.com,,2
TK Satria,20111255,1,JL. H. SULAIMAN,Kelapa Dua,16202,11550,-6.206944,106.779127,,,,,2
TK Satu Atap,20109732,1,JL.JATINEGARA KAUM  RT.10/03,Jatinegara Kaum,16409,13250,-6.2041,106.9003,021-47881964,,,,2
TK Satu Atap 01 Pulau Pari,69768535,1,PENDIDIKAN RT. 002/04 PULAU PARI,Pulau Pari,10101,14520,0,0,,,sdnpari01@yahoo.com,,2
TK Satu Atap 01 Pulau Tidung,69768531,1,JL. KAMPUNG BARU RT. 001/01,Pulau Tidung,10101,14520,0,0,,,,,2
TK Satu Atap Arinjanie Sdn Lubang Buaya 13 Pagi,69830164,1,Jl. Raya Pondok Gede Rt.001/04,Lubang Buaya,16403,13810,-6.289961,106.893582,021-8406316,,,,1
TK Satu Atap Bina Athfal Sdsn Semper Barat 15 Pagi,69922070,1,TK SATU ATAP BINA ATHFAL SDSN SEMPER BARAT 15 PAGI,Semper Barat,16106,14130,0,0,021-4415946,,tksatuatapbinaathfal@gmail.com,http://tksatuatapsdnsembar15,2
TK Satu Atap Cikini 01 Pg,69920820,1,JL. CIDURIAN NO.2A,Cikini,16002,10330,-6.193979,106.842159,021-2306143,212306143,tksatuatapcikini@yahoo.co.id,,2
TK Satu Atap Cililitan 01 Pagi,20110174,1,JL. KUMBANG CILILITAN,Cililitan,16405,13640,0,0,0857-19360658,,maryati4468@yahoo.com,,2
TK Satu Atap Cipedak 03,69820655,1,"Jl. Timbul, RT. 007 RW. 05",Cipedak,16301,12630,0,0,021-78728353,,tksatuatapcipedak@yahoo.com,,1
TK Satu Atap Duren Sawit,69820775,1,JL. LAPANGAN STATISTIK,Duren Sawit,16407,13440,-6.2426,106.9169,021-8608925,218608925,tksatuatap13@gmail.com,,2
TK Satu Atap Gedong 04,69917439,1,JL. RAYA CONDET GEDONG RT.12 RW.03,Gedong,16401,13760,0,0,021-8414345,,sdngedong04pg@yahoo.co.id,,2
TK Satu Atap Kramat Jati 25 Pg,69917839,1,Jl. Dato Tonggara V,Kramat Jati,16405,,0,0,,,,,2
TK Satu Atap Melati Sdn Pondok Labu 16 Pagi,69945300,1,Jl. Pondok Labu IA No. 40,Pondok Labu,16303,12450,0,0,021-7658590,0,tk1atappola16@yahoo.com,,2
TK Satu Atap Munjul 02 Pg,69917840,1,Jl. Dalang RT..08/05 No.4,Munjul,16403,13850,0,0,021-84593506,,,,2
TK Satu Atap Pasar Baru 05,69946822,1,Jl. Pintu Besi I/42,Pasar Baru,16007,10470,0,0,021-3511960,,tksatuatappasarbaru05@gmail.com,,2
TK Satu Atap Permata),20111656,1,JL. INTAN UJUNG RT. 02/02 NO. 19,Cilandak Barat,16303,,0,0,,,,,2
TK Satu Atap Pulau Harapan 01,69768538,1,PULAU HARAPAN  RT. 004/02,Pulau Harapan,10102,14540,0,0,0858-17628823,,sdnph01pg@yahoo.co.id,,2
TK Satu Atap Pulau Panggang 01,69768537,1,PULAU PANGGANG RT. 07/03,Pulau Panggang,10102,14530,0,0,,,tksatappulaupanggang01pg@gmail.com,,2
TK Satu Atap Pulau Tidung 02,69768532,1,PULAU TIDUNG,Pulau Tidung,10101,14520,0,0,,,tktidungnoldua@gmail.com,,2
TK Satu Atap Pulau Tidung 03,69768533,1,PULAU TIDUNG,Pulau Tidung,10101,14520,0,0,,,,,2
TK Satu Atap Pulau Untung Jawa 01,69768536,1,JL. PULAU NIRWANA RT. 002/03,Pulau Untung Jawa,10101,14510,0,0,,,sdnpuj@yahoo.co.id,,2
TK Satu Atap Sdn Cpb 13,20109908,1,Jl. Cempaka Putih Barat II,Cempaka Putih Barat,16005,,0,0,021-4227078,,,,2
TK Satu Atap Sdn Gandaria Utara 08,69785991,1,KAMBOJA NO.4 RADIO DALAM,Gandaria Utara,16306,12140,-6.258004,106.789345,,,,,1
TK Satu Atap Sdn Gedong 08 Pagi,20110013,1,JL. TRIKORA NO. 74,Gedong,16401,13760,0,0,021-8414072,,tksatuatapgdg08@gmail.com,,2
TK Satu Atap Sdn Gedong 10 Pagi,20177833,1,JL. TAIMAN BARAT,Gedong,16401,13760,0,0,021-87792445,,tkgedong10@yahoo.com,,2
TK Satu Atap Sdn Grogol Selatan 17 Pagi,69790218,1,Jln. Mesjid Cidodol,Grogol Selatan,16305,12220,0,0,,,,,2
TK Satu Atap Sdn Pekayon 10 Pagi,20112469,1,JL LAPAN RT 04/09 PEKAYON PS REBO JAKARTA TIMUR,Pekayon,16401,13710,0,0,021-8706504,,,,2
TK Satu Atap Sdn Pekayon 15 Pagi,20109948,1,JL. TELAGA RT 013/09,Pekayon,16401,,0,0,,,,,2
TK Satu Atap Sdn Pela Mampang 12,69789249,1,JL.BANGKA VII BAWAH,Bangka,16307,,0,0,,,,,1
TK Satu Atap Sdn Pondok Bambu 04,69827381,1,JL.CIPINANG MUARA II KEL. PONDOK BAMBU,Pondok Bambu,16407,13430,-6.223328,106.896162,021-8606538,218606538,tksatuatapsdnpbambu04pg@gmail.com,,2
TK Satu Atap Sdn Pulau Kelapa 02,20112492,1,PULAU KELAPA,Pulau Kelapa,10102,14540,0,0,,,,,2
TK Satu Atap Tunas Mawar Sdn Cipete Selatan 05,69945301,1,Jl. Bunga Mawar No. 19B,Cipete Selatan,16303,,0,0,021-75816931,,tksatuatap05@gmail.com,,2
TK Sawitri,20112176,1,JL. SWADAYA RAYA KOMP. UNJ,Duren Sawit,16407,13440,0,0,021-8611661,,Tklabunjdursa@gmai.com,,2
TK Sawung Galih,20112177,1,JL.RAYA RAWA KUNING RT.02/02,Pulo Gebang,16408,,0,0,,,,,2
TK Sawunggalih,20109854,1,JL. RAYA RAWA KUNING RT 02/02 PULO GEBANG,,16408,13950,0,0,021-4804716,,tksawunggalih.cakung@gmail.com,,2
TK Segar Amanah,20112457,1,JL. NAGA RAYA NO.20 KP.TEGAL AMBA,Duren Sawit,16407,,-6.2245,106.9093,,,,,2
TK Sehati,20111256,1,JL. KEBON KELAPA RT 07/01,Kamal,16208,,0,0,,,,,2
TK Sejahtera,69929176,1,Jl. Kapuk Raya RT 05/05,Kapuk,16207,11720,0,0,0857-77122439,,,,2
TK Sejahtera,69795420,1,Jl. Walang Baru VII No. 19,Tugu Utara,16104,,0,0,,,,,2
TK Sejahtera,69857046,1,JL. WALANG BARU VINO.19,Tugu Utara,16104,,0,0,,,,,2
TK Sejahtera,20110773,1,JL. WALANG BARU RAYA NO. 25,Tugu Utara,16104,,0,0,,,,,2
TK Sejahtera,20110532,1,JL. MURDAI RAYA GG. B NO.14,Kelurahan Cempaka Putih B,16005,,0,0,,,,,2
TK Sejahtera I,69820397,1,Jl. Mardani Raya Gg. B N0.14,Cempaka Putih Barat,16005,10520,0,0,021-4207588,,,,2
TK Sejahtera I,20110772,1,JL. AMPERA BESAR NO 24 Pademangan Barat Jakarta Utara,Pademangan Barat,16102,14420,0,0,021-6406636,216406636,tksejahtera.pademangan@yahoo.com,http://sejahtera.com,2
TK Sejahtera I,20111657,1,JL. BINTARO PERMAI III/29,Bintaro,16304,12330,0,0,021-7388021,,tksejahtra1@gmail.com,,2
TK Sejahtera I,69785732,1,BINTARO PERMAI 3,Bintaro,16304,,0,0,,,,,2
TK Sejahtera II,20111658,1,JL. BINTARO PERMAI II,Bintaro,16304,,0,0,,,,,2
TK Sejahtera III,69857109,1,CICARAWA BLOK H 2 NO.1,Suka Pura,16106,14140,-6.15205,106.922789,021-4417051,214417051,putrasejahteraIII@gmail.com,,2
TK Sejahtera III,20110774,1,JL.CICAK RAWA III BLKO H 2/1,Suka Pura,16106,,0,0,,,,,2
TK Sekar Bangsa,20111659,1,JL. RAYA BANGO N0.44,Pondok Labu,16303,12450,0,0,021-9512720,,,,2
TK Sekar Bangsa,69962320,1,"Jl. Bango IV No. 44, RT. 008 RW. 003",Pondok Labu,16303,,0,0,,,,,2
TK Sekar Wangi,69893865,1,Jl. Kapuas II No.737 Cilincing Jakarta Utara,Cilincing,16106,14130,-6.132021,106.921949,021-4411371,,tksekarwangi@yahoo.com,,2
TK Sekar Wangi 2,69893997,1,Rusunawa Sindang Koja Pari 1 Lt. Dasar No.1 Koja Jakarta Utara,Koja,16104,,0,0,0812-8660934,,80ambarwati@gmail.com,,2
TK Sendang Kencana,20112178,1,JL. GALUR SARI BARAT NO. 7,Utan Kayu Selatan,16410,,0,0,,,,,2
TK Sendang Kencana,20109642,1,Jl.Galur Sari Barat No.6,,16410,,0,0,,,,,2
TK Sentosa,20111257,1,JL. MADU NO. 276,Mangga Besar,16206,,0,0,,,,,2
TK Seraphine Bakti Utama,20111258,1,JL. MELATI RAYA 46,Kapuk,16207,11720,-6.150374,106.743604,021-5406965,2154399331,tkseraphine@yahoo.co.id,http://ysbu.sch.id/Unit/Home.aspx?uid=5,2
TK Seroja,69856832,1,Jl. Kebun Dua Ratus,Kamal,16208,,0,0,,,,,2
TK Seroja,20111259,1,KEBUN DUA RATUS,Kamal,16208,,0,0,,,,,2
TK Seroja Jakarta,69820279,1,Jl. Kramat Sentiong RT.006/05,Kramat,16003,10540,0,0,,,,,2
TK Seroja Jakarta,20110533,1,JL. KRAMAT SENTIONG NO. 1,Kelurahan Kramat,16003,,0,0,,,,,2
TK Serumpun,20112179,1,JL. TPA LUBANG BUAYA,Lubang Buaya,16403,,0,0,,,,,2
TK Servitia II,20110534,1,GANG M. ALI III/ 9,Kelurahan Tanah Tinggi,16004,,0,0,,,,,2
TK Setia Bhakti,20110535,1,JL. A. GANG I/4-5 KARANG ANYAR,Kelurahan Karang Anyar,16007,10740,0,0,021-6018581,,,,2
TK Setia Kawan,69820393,1,Jl. Cempaka Putih Barat XIXI RT.12 RW.05,Cempaka Putih Barat,16005,,0,0,,,,,2
TK Setia Kawan,20110536,1,JL. CEMP. PUTIH BARAT XIX NO. 56,Kelurahan Cempaka Putih B,16005,,0,0,,,,,2
TK Setia Pertiwi,20111260,1,JL. PEDONGKELAN BELAKANG RT. 005/13,Kapuk,16207,11720,0,0,,,,,2
TK Setya,20112180,1,JL. DELIMA II BLOK 13,Malaka Sari,16407,13460,-6.218058,106.928843,021-92298471,,tksetya@yahoo.co.id,,2
TK Setya,20110056,1,JL. DELIMA II BLOK 13,Malaka Sari,16407,,0,0,,,,,2
TK Sevilla,20109684,1,JL.PULOMAS JAYA PACUAN KUDA PULOMAS,Kayu Putih,16409,13210,0,0,021-47882288,2147882411,angelina.siska@globalsevilla.org,http://globalsevilla.org,2
TK Shaft Dirgantara,69820770,1,JL. GORDA NO.14A RT.010 RW.06,Lubang Buaya,16403,13810,0,0,0899-1603517,,paudshaftdirgantara@gmail.com,,2
TK Shalawattu Permana,20110775,1,JL. MAWAR III/9,Tugu Utara,16104,,0,0,,,,,2
TK Shine Nicolas,20111261,1,JL. PALEM LESTARI BLOK B12E NO.1,Cengkareng Barat,16207,,0,0,,,,,2
TK Si Komo Children Centre,20111660,1,JL. LIMAU I NO. 3,Kramat Pela,16306,12130,-0.000614,0.000172,021-72789610,2172789610,inplayskebayoran1@gmail.com,http://inplayschool.com,2
TK Si Mungil,20112160,1,JL.WISMAJAYA NO 11,Rawamangun,16409,,-6.201653,106.896586,0812-81926508,,tksimungil2016@gmail.com,,2
TK Si Mungil,20111747,1,JL. BATU RATNA NO.32,Batu Ampar,16405,,0,0,,,,,2
TK Si Mungil,20110147,1,JL. BATU RATNA NO. 32-33 CONDET BATU AMPAR,Batu Amapr,16405,,0,0,,,,,2
TK Silam Al-Muhajirin,20109820,1,PULO GEBANG PERMAI BLOK F2/1 PULO GEBANG,,16408,,0,0,,,,,2
TK Silaparamita,20110271,1,JL. RAYA CIPINANG JAYA NO. 1A,Cipinang Besar Selatan,16406,13410,-6.218244,106.887086,021-8194649,218194733,tk_silaparamita@yahoo.com,,2
TK Silaparamitha,20112181,1,JL. RAYA CIPINANG JAYA NO. 1A,Cipinang Besar Selatan,16406,,0,0,,,,,2
TK Simungil,20109746,1,JL.ALU-ALU NO.22,,16409,,0,0,,,,,2
TK Sinar Bangsa,20112182,1,Jl. Raya Penggilingan,Penggilingan,16408,13940,0,0,021-4608606,,tksinarbangsa@gmail.com,,2
TK Sinar Bangsa,20109794,1,JL. RAYA PENGGILINGAN BLOK A4 NO. 4  PENGGILINGAN,,16408,,0,0,,,,,2
TK Sinar Dharma,69832200,1,K.H.M Mansyur No. 9-11,Krendang,16205,11260,0,0,021-6386792,216397602,tksinardharma@yahoo.com,,2
TK Sinar Dharma,20111262,1,JL. KH. MOH. MANSUR NO. 11,Krendang,16205,,0,0,,,,,2
TK Sinar Lagoa Indah,69857060,1,"Jl. Lagoa Terusan Gang III No. 1, 3, 5",Lagoa,16104,,0,0,021-4308134,,,,2
TK Sinar Lagoa Indah,69894549,1,"Jl. Lagoa Terusan Gang III No. 1, 3, 5 Kel Lagoa Kec. Koja Jakarta Utara",Lagoa,16104,,0,0,,,,,2
TK Sinar Lagoa Indah,69795396,1,"Jl. Lagoa Gg. III No. 1, 3, 5",Lagoa,16104,,0,0,,,,,2
TK Sinar Pengharapan Utama,20110776,1,JL. PEMANDANGAN II NO. 20,Pademangan Barat,16102,,0,0,,,,,2
TK Singa,69795471,1,Jl. Bisma Raya Blok A No.66,Sunter Agung,16103,,0,0,,,,,2
TK Singapore School,69949420,1,Jln Meruya Ilir No. 89,Meruya Utara,16201,,0,0,,,,,2
TK Singapore School,69949421,1,Jln Meruya Ilir No. 89,Meruya Utara,16201,,0,0,,,,,2
TK Singapore School Pantai Indah Kapuk,90101176,1,"Jl. Manala Indah 4, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta",Kamal Muara,16101,,0,0,021-5883836,215883835,info@sis-pik.com,,2
TK Singapore School Pantai Indah Kapuk,69871516,1,JL. MANDARA INDAH NO. 4,Kamal Muara,16101,,0,0,,,,,2
TK Sint Elizabeth,20110761,1,JL. PADEMANGAN III GG. 7/10 RT 006/07,Pademangan Timur,16102,14410,0,0,021-64715043,,elizabethsint@gmail.com,,2
TK Siti Maggopoh,20110537,1,JL. CEMPAKA BARU XI/4A,Kelurahan Cempaka Baru,16006,,0,0,,,,,2
TK Siti Sari,20110538,1,JL. CEMP. BARU TENGAH I NO.1-3,Kelurahan Cempaka Baru,16006,,0,0,,,,,2
TK Sitti Manggopoh,69820412,1,Jl.Cempaka Baru XI/4A,Cempaka Baru,16006,,0,0,,,,,2
TK Slamet Riadi,20112183,1,JL. RAYA BOGOR KM. 24,Cijantung,16401,,0,0,,,,,2
TK Smart Kids,20109675,1,KOMP.PERTOKOAN PULOMAS BX,Pulomas,16409,,0,0,,,,,2
TK Sos Desa Taruna,20110148,1,JL. KARYA BHAKTI NO. 1 RT 08/007 CIBUBUR,Cibubur,16402,,0,0,021-8734940,,TKK.SOS.Jakarta@sos.or.id,,2
TK Sos Desa Trn,20112161,1,JL. KARYA BHAKTI NO. 1,Cibubur,16402,,0,0,,,,,2
TK Srikandi,20111264,1,KOMP. MABAD RT. 01/06,Sukabumi Utara,16202,,0,0,,,,,2
TK Srikandi,20112184,1,JL. PEDATI UTARA I/5,Cijantung,16401,,0,0,,,,,2
TK Srikandi,20111263,1,JL. JELAMBAR ILIR,Jelambar Baru,16204,,0,0,,,,,2
