Cell Value (CSV),Wikidata Entity (id),Wikidata Entity (label),Context,Table Name,Url
Kampung Melayu,Q9634250,Kampung Melayu,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Ummatan Wasathan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Taman kebun Bibit Tebet,,,NAMA,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
Jakarta Pusat Wisma Kosgoro,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Islam Al-Barokah,Q12710530,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Lapangan Sepakbola Wijaya Kusuma,,,gelanggang,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
RA Bina Amanah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Az Zahra,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Raudlatul Falah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri Ragunan Jakarta,,,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
TK Bhakti III,Q25472330,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Tunas Mekar,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Bhakti Atomita,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Mahmudiyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RSU Rajawali,,,nama_rs,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
"DRS. NURYAMIN, M.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
"Ngudi Nor, S.Pd, MM",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
CIPINANG MELAYU,Q13199052,Cipinang Melayu,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
TK Kartika VIII-22,Q12710654,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Karang Tineung Dalam 84,,,Alamat Sekolah,data-sekolah-kec.-sukajadi-2017.csv,https://data.bandung.go.id
LE Artha Graha,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
KRAMAT JATI,Q12492502,Kramat Jati,kecamatan,Data-Guru-Kontrak-Kerja-Individu-KKI-Sekolah-Negeri-full-sudin-2018-edited.csv,http://data.jakarta.go.id/dataset/7a62d7e0-05ff-405d-8eda-21d3de08fc39/resource/aafecd61-3ae0-4fe6-b50e-8921cc9db21c/download/Data-Guru-Kontrak-Kerja-Individu-KKI-Sekolah-Negeri-full-sudin-2018-edited.csv
KB Alfalah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Bhayangkari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Mawar 12,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"Drs. Dradjat Firdaus, M.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
"Dra. Hj. Libertina, MPd.",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
RA Qurrota A`Yun,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Selatan Pondok Labu,Q4203516,Pondok Labu,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Arrifdah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK. Tadikapuri,,,NAMA TK,daftar-tk-di-kecamatan-buah-batu.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/c4d/db0/daftar-tk-di-kecamatan-buah-batu.csv
TK Assakinah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Baitul Mamur,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Sartika,Q12710623,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Bougenville Dukuh,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Sasnta Maria II,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Aisyiyah 33,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK An-Nisaa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Kemuning 2,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMPN 29,Q62075319,SMPN 29 Bandung,Nama Sekolah,data-sekolah-2018.csv,http://data.jakarta.go.id/dataset/data-alamat-sekolah
Petukangan Selatan,Q12505390,Petukangan Selatan,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SDN 072 Sukasari,,,Nama Sekolah,data-sekolah-kec.-sukajadi-2017.csv,https://data.bandung.go.id
Duren Sawit,Q12482150,Duren Sawit,kecamatan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Husni Tamrin,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 216,Q12511067,SMP Negeri 216 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Al Azhar Syuhada,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Pusat Universitas Indonesia,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
BKB PAUD Cempaka 06 Gs,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Asyiroh,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Noor Lela,Q12710749,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TKlb-B Taman Latihan Santi Rama,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"H. Mohammad Entong, S.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
PAUD Kasih Bunda Rw.010,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Canda,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kota Bambu Utara,Q12492292,Kota Bambu Utara,nama_jalan,Data-Jaringan-Jalan-Toll-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/cs_CZ/dataset/7cb53b7f-29cc-4fc5-b869-260ab071c22b/resource/c6784361-9396-4650-af9e-6c4512fbc022/download/Data-Jaringan-Jalan-Toll-Provinsi-DKI-Jakarta.csv
SdTK Humble Pensacola Christian School,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Aisyiyah 50,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Rakyat,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al QuRAniyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RPTRA Kelapa Nias IX,,,nama_rptra,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
TK Hikari Kids,Q25473327,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Jauharotul Huda,Q12710647,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 11,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
RA Al Fitriah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Ghufron,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Drs. TUJU WIDODO,,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Coblong,Q1727781,Coblong,kecamatan,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
TK Islam Assa`Adatul Abadiyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Rosari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Taman Patung Ikan,Q62079000,Taman Patung Ikan,nama_tempat,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
Muara Angke Perikanan,,,nama_pelabuhan,Data-Pelabuhan-K.Seribu-2017.csv,http://data.jakarta.go.id/dataset/01fcad96-f6ab-46ef-9278-cb422ba64664/resource/d6d5bd91-ff46-40f8-a2ed-df14830f56e9/download/Data-Pelabuhan-K.Seribu-2017.csv
PAUD Perintis,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BAMBU APUS,Q12473910,Bambu Apus,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
"Drs. SUHERMAN, M.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Cikahiyang,,,Nama Anak Sungai,data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv,http://data.bandung.go.id/dataset/22e9c22b-124f-4a58-9969-f1c652a66654/resource/ff548d54-c339-48a8-a2ac-6bffd87bb79e/download/data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv
SMK Negeri 54,,,nama_sekolah,Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/0d79f976-cf0b-425e-afdf-2865b0118cd1/download/Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv
KEBON MANGGIS,Q12490097,Kebon Manggis,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
Babakan Ciamis,Q13489327,,kelurahan,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
RA/BA/TA Atta`Awun,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Shibyanul Muslimin,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB Baburridho,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Uswatun Hasanah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Fajar,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Manaar,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Bacang,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 168,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
RA Nurul Syahid,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA Ash Shalihin,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA RAHidayatullah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Drs.MUHAMAD ASYARI.H.MM,,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
SMP Negeri 229,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Jl. Sukagalih Gg. H. Gojali No. 134,,,Alamat Sekolah,data-sekolah-kec.-sukajadi-2017.csv,https://data.bandung.go.id
BKB PAUD Pandan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Hansel And Gretel Preschool,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Kwitang Pskd III,Q12710714,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA RAudlotul Jannah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB PAUD Qoimun,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMK Negeri 32,,,nama_sekolah,Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/0d79f976-cf0b-425e-afdf-2865b0118cd1/download/Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv
RA Avicena,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Alifya Putra,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KEMAYORAN,Q6386863,Kemayoran,kecamatan,Data-Guru-Kontrak-Kerja-Individu-KKI-Sekolah-Negeri-full-sudin-2018-edited.csv,http://data.jakarta.go.id/dataset/7a62d7e0-05ff-405d-8eda-21d3de08fc39/resource/aafecd61-3ae0-4fe6-b50e-8921cc9db21c/download/Data-Guru-Kontrak-Kerja-Individu-KKI-Sekolah-Negeri-full-sudin-2018-edited.csv
TK Islam Miftahul Jannah,Q25473489,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA Waladun Sholihun,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Wisma Atlet Kebon Jahe,,,gelanggang,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
SMK Negeri 62,,,nama_sekolah,Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/0d79f976-cf0b-425e-afdf-2865b0118cd1/download/Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv
SMA Negeri 89,Q12510702,SMA Negeri 89 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
TK Pelita Berita Hidup,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Santo Yoseph,Q12710831,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Stadion Atletik,,,jenis_lapangan,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
TK Aisyiyah 70,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Anak Kreatif Nurul Falah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kalibaru ,Q1927687,"Kalibaru, Cilincing, Jakarta Utara",kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Al Mamur,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Negeri Pembina Dki Jakarta,Q25472698,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
LKP WANODYA,,,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
Drs. ASEP SUPRIATNA HADIRI,,,kepala_sekolah,Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/0d79f976-cf0b-425e-afdf-2865b0118cd1/download/Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv
TK Mandiri Sentosa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 28 Terbuka,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Indah Dahlia,Q25472087,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Pusat Balaikota,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
